date,alpha,beta_gdp_growth_stdev,beta_inflation_stdev,beta_debt_gdp_stdev,beta_current_account_stdev,beta_policy_uncertainty_stdev,beta_bank_nexus_stdev,beta_bid_ask_stdev,gamma,lambda_gdp_growth_stdev,lambda_inflation_stdev,lambda_debt_gdp_stdev,lambda_current_account_stdev,lambda_policy_uncertainty_stdev,lambda_bank_nexus_stdev,lambda_bid_ask_stdev,delta,P_t_bn,MS_actual,MS_fitted,MS_tilde,MS_tilde_nopurch,MS_tilde_se,purchase_effect,fundamental_component,purchase_component,sentiment_component,non_fundamental_component
2008-06-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-07-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-08-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-09-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-10-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-11-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-12-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009-01-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009-02-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009-03-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009-04-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009-05-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009-06-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009-07-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009-08-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009-09-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009-10-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009-11-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009-12-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-01-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-02-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-03-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-04-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-05-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-06-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-07-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-08-01,4.138307835590502,-0.3590475164612642,1.081925198566049,-0.20921092215105677,-0.04511214768957379,0.0029393253396905353,21.337512892663792,147.6352112216475,0.01682059587503442,0.013438095088355797,0.12838004498725805,0.008602524698538484,-0.012693042546135354,-5.060705624107223e-4,-3.9924904849070852,13.79615697583445,-0.02253365575489631,5.0555,2.468057402231167,2.263110850642997,1.0966161267260923,1.2105350233949705,0.39009848814517534,-0.11391889666887829,1.2105350233949705,-0.11391889666887829,1.1664947239169048,1.2575223788361964
2010-09-01,4.165754948425193,-0.2572344334414697,0.9820166884555663,-0.15793135952664192,-0.19156814976087175,0.006075765097211401,6.33464789254313,189.9762729944722,0.006678912094383704,0.039571390870120134,0.1719752180810568,0.004466850740949815,0.008580286899845942,-6.256457004835112e-4,-3.3389668542663986,13.283196591713715,-0.02870713740033629,0.499,2.7061410535856094,2.43745334523304,2.026358334139137,2.040683195701905,0.3475887857973101,-0.014324861562767808,2.040683195701905,-0.014324861562767808,0.4110950110939031,0.6654578578837045
2010-10-01,2.4437185708942817,0.5966595227366258,1.119951658650685,-0.04445514019805918,-0.33427792193497013,0.009588279537238013,-37.1525500837828,182.89219714602567,0.0028676949633004126,0.037315156543951775,0.21930912195420338,0.0022154052158473176,0.0387536293933939,-8.071509428209405e-4,0.6738080429241599,13.795033118325618,-0.02954987594539034,0.867,2.298309483342802,1.8788952950759663,1.7747312030898905,1.800350945534544,0.28295879199623364,-0.025619742444653423,1.800350945534544,-0.025619742444653423,0.10416409198607579,0.49795853780825805
2010-11-01,1.2053543387889436,1.0373006149901036,1.073024770174251,0.047656539392742815,-0.45709571369657825,0.008669638487824326,-64.38744901562238,172.764772683693,0.005090238860025122,0.0407805505979406,0.2357833382519694,0.002194654402299744,0.05462050559910387,-7.864795501478114e-4,3.3995619582422942,17.20117338596718,-0.033640400155020476,1.5784999999999765,2.8724233507771983,2.32279584175325,2.008573035980873,2.061674407625572,0.32481531853527107,-0.05310137164469903,2.061674407625572,-0.05310137164469903,0.3142228057723768,0.8107489431516264
2010-12-01,0.5701889583954531,1.2039950998401183,0.9497102591283192,0.11558861913071239,-0.5533424828878294,0.009539818887805498,-80.60431813642982,184.7677249562287,-0.003483921499062007,0.027582081283714113,0.23667166199054998,-0.004182998402152868,0.06336309834198017,-7.008521805719133e-4,5.05477737406622,11.54410036771409,-0.023897652579415476,3.9000000000000052,2.868929669204733,2.4558389367796685,2.529671962819839,2.6228728078795593,0.30789762748797883,-0.09320084505972048,2.6228728078795593,-0.09320084505972048,-0.0738330260401705,0.24605686132517368
2011-01-01,-0.23378729870779763,1.3477501781334522,0.7652456224332416,0.2085166460703094,-0.6887160578854986,0.005144310381732128,-101.90213248854687,196.1343115807162,-0.006749470410017622,0.010098984595238709,0.2418751170082697,-0.010842321705579002,0.07069377865289145,-4.297303901232822e-4,7.408539500398462,5.961864293605803,-0.015910564738738663,6.299999999999997,2.8170190493624365,2.39838081568808,2.546961266524118,2.6471978243781713,0.30406201357337426,-0.10023655785405353,2.6471978243781713,-0.10023655785405353,-0.14858045083603777,0.16982122498426522
2011-02-01,-0.5255700733276708,1.3335009537244746,0.7655799067321993,0.24619316172482805,-0.7462893215772601,0.004225014293893896,-109.24713007341413,189.48631933910846,-0.009249473403509574,0.009365806973310166,0.2385877583571322,-0.012776963583103488,0.0727557955500807,-3.7869673949021774e-4,8.091016221021944,5.880747266258166,-0.015368434343222716,3.0000000000000004,2.7989637952774906,2.5424955273546503,2.7059237364669753,2.7520290394966436,0.29408494423338677,-0.04610530302966816,2.7520290394966436,-0.04610530302966816,-0.16342820911232492,0.04693475578084705
2011-03-01,-0.9877259713032243,0.7038579922853945,1.9878098122926713,0.2874376918984892,-0.8223031949669921,0.0031916623845452347,-113.57374979392175,156.58072665362786,-0.008083721730523566,0.041336243278942836,0.06775207859367213,-0.012877057877626446,0.06922450216187172,-5.130261155029478e-5,9.825155762208025,7.517272977369812,-0.01270939733774746,1,3.1688456225057675,2.955282781825339,3.3213395181620835,3.334048915499831,0.34161282809558496,-0.01270939733774746,3.334048915499831,-0.01270939733774746,-0.3660567363367444,-0.16520329299406367
2011-04-01,-0.9866706552378872,0.8303390919492506,1.8917201062358253,0.29092002888867435,-0.8142937958869665,0.0020922883397526647,-119.4147429010981,176.79944328195634,-0.01136494904734338,0.027822235662449464,0.07738905232880065,-0.014245646601549571,0.07082543131474234,2.2617794400270118e-5,10.801065336714395,3.2353859858008303,-0.009739245078136187,-0.7999999999999972,3.534361252249997,3.450298590056554,3.5597455640701376,3.5519541680076285,0.2793714828833696,0.007791396062508922,3.5519541680076285,0.007791396062508922,-0.10944697401358372,-0.017592915757631555
2011-05-01,-1.4373444382950402,0.9071754313585502,1.7310070180501151,0.33359941985322356,-0.8673700630571578,-6.173780300018779e-4,-128.59920909332436,170.7862773136104,-0.009272665150321035,0.024425746036918335,0.09245178778231011,-0.015207265797892208,0.07149708701664144,8.985026751811068e-5,11.336334504529246,4.9486671716501744,-0.013283869464483643,-0.6000000000000085,4.238791355211685,3.728268780134039,3.917223285922821,3.9092529642441307,0.3064155165770256,0.007970321678690299,3.9092529642441307,0.007970321678690299,-0.1889545057887818,0.3295383909675542
2011-06-01,-2.592525349955491,0.9108896658963376,1.4367362747692356,0.34716994374882437,-0.8309768937324881,-0.0010416369766648908,-104.79376239345714,151.8864593312623,0.004929332283397,0.033243225383195824,0.08488207984868995,-0.00908960439054666,0.07341228626626804,6.691771113532795e-5,12.617923200159664,8.565345950666632,-0.016342192511128745,-1.1999999999999886,4.578855779522412,4.134842321573206,4.060828274465833,4.0412176434524785,0.3497360834646141,0.019610631013354307,4.0412176434524785,0.019610631013354307,0.07401404710737314,0.5376381360699334
2011-07-01,-3.3642801636188655,0.7995796768674498,1.2987937783470336,0.3373975720734422,-0.7515755502225628,-0.0013040487835526858,-74.5263526878497,171.09193192982983,0.006689167581531005,0.030133988227056117,0.07366935599141697,-0.007899790102142083,0.07107685833661302,9.415533964147977e-5,12.928661719655624,3.414523809634919,-0.011955341925769084,-1,4.646314873768493,4.504849793630318,4.425255701934549,4.41330036000878,0.37649294879908707,0.011955341925769084,4.41330036000878,0.011955341925769084,0.07959409169576936,0.23301451375971372
2011-08-01,-3.9048759230141026,0.7870612229428039,0.9763286548212551,0.3137387856767705,-0.667730637872461,8.250190304954111e-4,-43.51449366426099,175.77641479771944,0.00949453557186453,0.03157952354377614,0.08723328229213599,-0.004625529315635724,0.06973839849022959,-5.1206117169237716e-5,12.299865634393893,2.668608160441354,-0.010861940509895867,0.09999999999999432,4.512897793251792,4.484311233265959,4.685471009030524,4.686557203081513,0.2828484574647321,-0.001086194050989525,4.686557203081513,-0.001086194050989525,-0.20115977576456423,-0.17365940982972106
2011-09-01,-3.9356621300633843,0.752344316736125,0.8227270646740101,0.30812791802122647,-0.6556886764571643,0.0017677071169727265,-32.59258068976368,171.058715082758,0.007542447428808515,0.036384013206810735,0.09858981110809023,-0.004210042673041701,0.06998777404357025,-1.0740347337691521e-4,11.688086147307784,3.734302305236457,-0.010420093798608233,41.599999999999994,5.026119449530158,5.003472980555125,5.332388101526728,5.765864003548831,0.3317481781280219,-0.43347590202210246,5.765864003548831,-0.43347590202210246,-0.3289151209716037,-0.7397445540186727
2011-10-01,-4.320738473213853,0.6912644594158035,0.8865792491714793,0.30226828646442405,-0.6121069758763056,0.001303085621758654,-19.79540049657588,182.6513271925573,0.007118918384328519,-5.934058782392212e-4,0.07068347100197356,-0.004692270360602864,0.05847590815342938,4.455720750028302e-5,11.876970376127776,-0.40348988457476664,-0.01038180981819562,40.900000000000006,5.011208223180705,5.348456112295759,6.309307185281307,6.733923206845508,0.38364385319895977,-0.4246160215642009,6.733923206845508,-0.4246160215642009,-0.9608510729855482,-1.7227149836648028
2011-11-01,-4.40932574545358,0.6699248834649544,0.8688738503140927,0.3006089209021377,-0.5990310250472576,0.0016456856103386462,-14.27887530859282,180.0555695160462,0.005094974566349457,-0.0011902513074631927,0.07106028654027656,-0.004638563078045694,0.05664227019899231,1.256661439360764e-5,11.408259324051881,-0.02367435827975882,-0.010550161474433,17,4.972237694623266,4.994252047022747,5.965296479368412,6.144649224433773,0.3597189605502298,-0.179352745065361,6.144649224433773,-0.179352745065361,-0.9710444323456651,-1.172411529810507
2011-12-01,-4.93040763960137,0.5345394495290983,0.8895836852288539,0.3088457596037832,-0.5610943309525905,9.422204756304009e-4,0.020764719105211462,196.24062271052222,-1.1937265570519338e-4,-0.009899074860919713,2.2455975508425165e-4,-0.005774481880312943,0.049853186859074874,2.7380945886891625e-4,12.052904808815281,-6.646818959782703,0.003817852539463897,29.80000000000001,5.849094385673654,5.289789961233849,6.1203192306003835,6.006547224924359,0.3736469080490694,0.11377200567602418,6.006547224924359,0.11377200567602418,-0.8305292693665347,-0.15745283925070552
2012-01-01,-3.840624499474628,0.9156858729700572,0.6161841481898368,0.34103884870241996,-0.7029513611447943,-0.0011738412565268767,-52.05814736642087,216.6190359269571,-0.0048734609653030446,-0.02656712333262466,0.025929941556648285,-0.00748163288444208,0.04703017735098607,3.6540805284053784e-4,10.95240335319894,1.7298039129179141,-0.01101189204589398,8.599999999999994,7.130752412371188,6.272833092667305,6.813948064654455,6.908650336249143,0.4976393072606592,-0.09470227159468816,6.908650336249143,-0.09470227159468816,-0.5411149719871498,0.22210207612204513
2012-02-01,-2.6679208953655826,1.0444901764601366,-0.28361011198774794,0.33610554579587415,-0.7658550176251525,-0.0020060641529937103,-57.14860652181823,309.17351630409166,-0.02127595388102189,-0.035943961882070725,0.035300743017110774,-0.00769905011660203,0.0586983752001994,7.406372639988875e-4,13.722733942347322,-7.6870396906191045,-0.0033145904787301723,7.1999999999999895,8.032954497061638,6.729642969270732,7.56046830857109,7.584333360017947,0.55666928477625,-0.023865051446857206,7.584333360017947,-0.023865051446857206,-0.8308253393003575,0.4486211370436912
2012-03-01,-6.195964541158157,0.647460206290657,0.32975204125598595,0.3474403213361275,-0.5949403502268366,0.003989505771776692,27.629402878871993,122.977563323576,0.007482186067288098,-0.04138740214251691,0.008448354714711608,-0.008950395737642163,0.011542619258998552,-9.5567883960555e-5,1.5182889806618896,18.386886149513916,-0.020934713028292033,0.200000000000017,5.281086287997114,6.246295079575128,6.032600451401835,6.0367873940074945,0.6711187191826818,-0.004186942605658763,6.0367873940074945,-0.004186942605658763,0.21369462817329232,-0.7557011060103802
2012-04-01,-6.704003115282288,0.03587049862828572,0.39102890063305656,0.35097889114572683,-0.5437593076439549,0.004315444569329387,73.8078386306661,123.74641674725727,-0.008249128633728427,-0.043596529724324505,-0.100969202467925,-0.009907141311396273,0.014926390867397,2.45960994231378e-4,6.113021984950415,-1.8732818153276078,0.014738869035770166,-5.100000000000023,5.852109864704868,6.356433694253738,7.294984485864042,7.37015271794647,1.11826764353411,-0.07516823208242818,7.37015271794647,-0.07516823208242818,-0.9385507916103037,-1.5180428532416022
2012-05-01,-6.954236026156096,0.04882101591620242,0.11646704793044196,0.35172318597212826,-0.5469764111782949,0.004811228845093818,84.28290115226524,101.61038669586785,4.5062396545845357e-4,-0.042849034396309535,-0.060922568468136006,-0.00991811537011544,0.00923524543016155,4.628235779949472e-5,3.3392258375601993,5.338207663877465,0.006756585370834522,0,7.383640136891899,7.151710285957994,7.002051429356559,7.002051429356559,1.0231008485109856,0,7.002051429356559,0,0.14965885660143474,0.38158870753534035
2012-06-01,-6.116861583495018,-0.15034783012679218,0.9153215547364064,0.40634717434554396,-0.7496836098880338,0.004660457268760349,24.846166848604216,68.61545785798998,0.005154496960190884,-0.042510099985854255,-0.11027009227681984,-0.012925604307051185,0.006409554310403664,1.880020888449651e-4,4.469770420275667,8.541165676367694,0.001719048410781368,-2.0999999999999948,7.6408606242078925,6.6392395681779846,6.600148216346873,6.603758218009514,0.933630950949108,-0.003610001662640864,6.603758218009514,-0.003610001662640864,0.03909135183111179,1.037102406198379
2012-07-01,-4.868270309117799,-0.20052293216488887,1.6843032379166445,0.45261902201835313,-0.9448501161171786,0.0023574580472035048,-40.60876798650232,51.27157434706881,8.302981192861172e-4,-0.04034654392824185,-0.15775659317679688,-0.015398349088454338,0.015346481178776475,3.5331649487156593e-4,8.064551832457585,8.50865616886516,0.0020949345243063628,-0.799999999999983,7.125071744249346,6.845148072045609,7.067039321525765,7.06871526914521,0.7941707477312263,-0.0016759476194450544,7.06871526914521,-0.0016759476194450544,-0.22189124948015682,0.05635647510413566
2012-08-01,-4.922375593489228,-0.22317279083742234,1.6771665915838683,0.45191465185405244,-0.9317971059346252,0.002584027423141172,-37.75416439327445,51.49489706748516,-0.0011176127869123973,-0.041467178823175375,-0.15892352463221981,-0.015285502255671978,0.013461279650627442,3.235863126019053e-4,7.752335917192613,8.44870991074211,0.0018687980178931302,0,6.695391780305553,6.706008918251825,7.0410268395658004,7.0410268395658004,0.740678075307012,0,7.0410268395658004,0,-0.335017921313975,-0.34563505926024707
2012-09-01,-5.839661119079078,0.07114184378139524,0.953753222869944,0.40433300659822685,-0.7335785415895745,0.005665789799727128,3.051923033864999,71.05942526902619,3.7692310089143825e-4,-0.0605211425505796,-0.0978284907292793,-0.01211218336320268,0.0027902105783700424,6.830079271862652e-5,4.542783807813007,7.562825619168056,0.0018826739834409373,-2.5,5.657704570650979,6.72642594013198,6.76136491957119,6.766071604529793,0.6755476296792347,-0.004706684958602343,6.766071604529793,-0.004706684958602343,-0.034938979439210094,-1.1083670338788139
2012-10-01,-8.315588016831004,-0.9824730413990977,0.22166077207304033,0.36010818171975795,-0.44509361266213565,0.011940935562276433,134.21038687177864,108.54186573769191,0.008385931138246277,-0.011812324388629634,-0.08848262032945041,-0.010084984970838944,-0.023177902872445758,-2.471732971817319e-4,-3.40313275126102,6.222544779602338,-6.370811937615696e-4,0,4.829016006494351,6.117416163249412,5.911425648630523,5.911425648630523,0.7655128157077975,-0,5.911425648630523,-0,0.20599051461888873,-1.082409642136172
2012-11-01,-9.63447750536021,-1.1592404557647935,-0.1488843809183498,0.34952431744171053,-0.29641300281391036,0.008319723429149386,178.90476759598286,126.9255838429076,0.01827127918512481,-0.011739368621966279,-0.055054842530721265,-0.008896115496182074,-0.03983847781941568,-1.9691368857416912e-4,-6.93148599672747,5.0372976588773515,-0.0036884968497598145,0,4.6316411546193414,5.779439620233683,5.338137861088038,5.338137861088038,0.7021296504924666,-0,5.338137861088038,-0,0.4413017591456452,-0.7064967064686964
2012-12-01,-9.96763093834557,-1.3684591011709981,-0.8011869436707406,0.337076674956105,-0.23460559910483844,0.01222637360896246,206.8736167655186,131.12116035952687,0.02418545465649572,0.011622389783728902,0.05046236147812687,-0.007126788990015667,-0.0399034191056619,-5.658911520991941e-4,-9.402615377324762,4.380737341107775,-0.005834107634282765,0,3.5912705531284255,4.484976298116178,4.182175774634773,4.182175774634773,0.6290239067496509,-0,4.182175774634773,-0,0.3028005234814044,-0.5909052215063477
2013-01-01,-10.456462191115795,-1.2019972162429367,-1.3414645282451483,0.33748547983486876,-0.15506896448168725,0.01047578841458762,204.59726846146955,141.91251227458702,0.03606979504149942,-0.010509059293295245,0.13657370865736393,-0.005803391059640074,-0.052100552933706926,-6.501874123867606e-4,-11.112182170527577,2.3690504942239725,-0.008216604818977385,0,2.8858904215809855,4.184340698308562,3.9562258002339767,3.9562258002339767,0.6039170891207902,-0,3.9562258002339767,-0,0.22811489807458507,-1.0703353786529912
2013-02-01,-11.322154663869908,-1.1258419737481717,-1.3657733187233259,0.337960999783886,-0.04558554812244157,0.011158053114485294,202.27225980891316,160.02995893251358,0.0419018153293595,-0.0492676167730236,0.09784176037822447,-0.005312711064633854,-0.07417033256904673,-8.2539046633229e-4,-12.81193489815531,0.16725825924068227,-0.007412709044972833,0,2.822253637412262,3.994071659429849,3.3374862021060405,3.3374862021060405,0.585692621534625,-0,3.3374862021060405,-0,0.6565854573238084,-0.5152325646937785
