date,alpha,beta_gdp_growth_stdev,beta_inflation_stdev,beta_debt_gdp_stdev,beta_current_account_stdev,beta_policy_uncertainty_stdev,beta_bank_nexus_stdev,beta_bid_ask_stdev,gamma,lambda_gdp_growth_stdev,lambda_inflation_stdev,lambda_debt_gdp_stdev,lambda_current_account_stdev,lambda_policy_uncertainty_stdev,lambda_bank_nexus_stdev,lambda_bid_ask_stdev,delta,P_t_bn,MS_actual,MS_fitted,MS_tilde,MS_tilde_nopurch,MS_tilde_se,purchase_effect,r_squared,adj_r_squared,fundamental_component,purchase_component,sentiment_component,non_fundamental_component
2012-11-01,-9.63447750536021,-1.1592404557647935,-0.1488843809183498,0.34952431744171053,-0.29641300281391036,0.008319723429149386,178.90476759598286,126.9255838429076,0.01827127918512481,-0.011739368621966279,-0.055054842530721265,-0.008896115496182074,-0.03983847781941568,-1.9691368857416912e-4,-6.93148599672747,5.0372976588773515,-0.0018442484248799072,0,4.6316411546193414,5.779439620233683,5.338137861088038,5.338137861088038,0.7021296504924666,-0,0.9406052856804731,0.918504926863905,5.338137861088038,-0,0.4413017591456452,-0.7064967064686964
2012-12-01,-9.96763093834557,-1.3684591011709981,-0.8011869436707406,0.337076674956105,-0.23460559910483844,0.01222637360896246,206.8736167655186,131.12116035952687,0.02418545465649572,0.011622389783728902,0.05046236147812687,-0.007126788990015667,-0.0399034191056619,-5.658911520991941e-4,-9.402615377324762,4.380737341107775,-0.0029170538171413825,0,3.5912705531284255,4.484976298116178,4.182175774634773,4.182175774634773,0.6290239067496509,-0,0.9360612093346928,0.9122700314127181,4.182175774634773,-0,0.3028005234814044,-0.5909052215063477
2013-01-01,-10.456462191115795,-1.2019972162429367,-1.3414645282451483,0.33748547983486876,-0.15506896448168725,0.01047578841458762,204.59726846146955,141.91251227458702,0.03606979504149942,-0.010509059293295245,0.13657370865736393,-0.005803391059640074,-0.052100552933706926,-6.501874123867606e-4,-11.112182170527577,2.3690504942239725,-0.004108302409488692,0,2.8858904215809855,4.184340698308562,3.9562258002339767,3.9562258002339767,0.6039170891207902,-0,0.9296502963620036,0.903473662450191,3.9562258002339767,-0,0.22811489807458507,-1.0703353786529912
2013-02-01,-11.322154663869908,-1.1258419737481717,-1.3657733187233259,0.337960999783886,-0.04558554812244157,0.011158053114485294,202.27225980891316,160.02995893251358,0.0419018153293595,-0.0492676167730236,0.09784176037822447,-0.005312711064633854,-0.07417033256904673,-8.2539046633229e-4,-12.81193489815531,0.16725825924068227,-0.0037063545224864164,0,2.822253637412262,3.994071659429849,3.3374862021060405,3.3374862021060405,0.585692621534625,-0,0.9253165236095181,0.8975273230921295,3.3374862021060405,-0,0.6565854573238084,-0.5152325646937785
2013-03-01,-13.840368375255187,-1.129783672757417,-0.6426918200757266,0.36163978990946977,0.17064734917113564,0.009348600470639047,195.9533595962118,181.9211119944867,0.05851856287008432,-0.15381992996302155,-0.09297760424444745,-0.0060574682373595815,-0.14198555062604612,-8.967353420771627e-4,-18.139493659816313,-3.097465840582045,-0.0036904747840998987,0,2.9905529720030097,3.9041773927289345,3.0354667804142874,3.0354667804142874,0.6115263669023439,-0,0.926549422848282,0.8992189755360148,3.0354667804142874,-0,0.8687106123146471,-0.04491380841127768
2013-04-01,-14.546698463693327,-0.6625433367436492,-0.4443737924248073,0.3678643199830735,0.27033194902252133,0.0014905845731536319,176.30876555827828,200.43978268333723,0.06205543604450775,-0.19031004918238842,-0.11469543437201568,-0.006104378370940992,-0.1515776776347579,-5.402984158912463e-4,-17.31317395539093,-5.115324552053394,-0.0036456480591265466,0,3.068316245005904,3.8241894059669157,2.7783628897670187,2.7783628897670187,0.7071649234812292,-0,0.9225165955044956,0.8936855612736102,2.7783628897670187,-0,1.045826516199897,0.2899533552388851
2013-05-01,-14.912343303661345,-0.23310413085129503,-0.3842344436948273,0.3703449259054322,0.33021059727604263,-3.210795051148659e-4,147.6499346572717,210.47677207111397,0.06903327478646826,-0.22909965881507827,-0.10880766523278679,-0.005533596908682706,-0.16091120505347994,-5.547130480988636e-4,-16.627506494336547,-7.0469374859530864,-0.0036468049228905067,0,2.4251712302017956,3.1208016527854756,2.596564325464886,2.596564325464886,0.630879248287559,-0,0.9182291291454318,0.8878027585948948,2.596564325464886,-0,0.5242373273205896,-0.17139309526309043
2013-06-01,-14.188891825912636,0.2746949079050591,-0.5278921098678193,0.36816950353149597,0.38265091380245325,-0.0024132592077107918,97.92663098487263,216.94608025033128,0.06293488151804225,-0.22515827894497523,-0.057993329208686606,-0.005162340186505264,-0.14418999184721978,-4.1742072093109986e-4,-13.140250253410967,-7.598581010965544,-0.002679945778131461,0,2.599477002897557,3.7569324116613165,2.4152297420053817,2.4152297420053817,0.7160835557745627,-0,0.9105445114032008,0.8772587482043918,2.4152297420053817,-0,1.3417026696559349,0.18424726089217547
2013-07-01,-14.30854605536869,0.23597210180454614,-0.4274645335134917,0.37813711174891906,0.46852834653529146,-5.426640545544168e-4,71.70215757949065,212.92588433901574,0.06355806423811278,-0.21327218790811608,-0.05045144803490475,-0.005322023003670705,-0.14273495244875722,-5.320325724541026e-4,-12.342225361576336,-7.524623502163053,-0.002619072112955174,0,2.726058850338198,2.974365341743723,2.258793192391103,2.258793192391103,0.6802472024078811,-0,0.9105810008938678,0.8773088151799582,2.258793192391103,-0,0.7155721493526199,0.4672656579470953
2013-08-01,-14.098186934334914,0.04607680024886252,-0.2131723720155574,0.4056426353105125,0.6113329077072207,-0.0013384986117722518,19.773991826837406,199.30648096474462,0.058329890710734036,-0.16291688032191032,-0.015123830467728123,-0.00638411076465571,-0.1299374689014335,-4.398490841824119e-4,-9.904255863650308,-6.367751641583124,-0.0028289652603954514,0,2.509038410743101,2.6837715531699153,2.1976128662383143,2.1976128662383143,0.6569012607508109,-0,0.9122642859262838,0.8796184388290871,2.1976128662383143,-0,0.486158686931601,0.3114255445047869
2013-09-01,-14.674582209875911,-0.7215648895467269,0.5281488959091609,0.46350090292647583,0.9619124723681135,0.0033240689668854193,-62.43845710205748,176.946731310056,0.04732023189812731,-0.09125160714318147,-0.073779219728975,-0.008960697129685292,-0.1373842657383921,-5.061519954128072e-4,-9.598192784894412,-4.74961208434683,-0.0026725088928097477,0,2.4695871643423892,2.4997620772982985,2.098686103874215,2.098686103874215,0.6287841443006714,-0,0.921570707946052,0.8923877155538853,2.098686103874215,-0,0.40107597342408363,0.3709010604681744
2013-10-01,-15.300011727111482,-0.525573485046116,0.6806107699500147,0.4655207331145814,0.9641285148112011,8.038630805035155e-4,-62.9322007777186,177.0909241431,0.061641473986473475,-0.13752829658632482,-0.11299093943930505,-0.00906745736300354,-0.15206541977192312,-6.058478848081403e-4,-8.891562941677924,-4.609013835171219,-0.003182630588994449,0,2.141960672030611,2.729937528611548,2.187635269197415,2.187635269197415,0.6684238421712946,-0,0.9190905915077404,0.888984765092016,2.187635269197415,-0,0.5423022594141331,-0.045674597166804
2013-11-01,-15.953685603791666,-0.6981936228398588,0.9598406100028135,0.48157843167804176,1.074325661479713,0.0010232384054379825,-76.28505375512181,171.80377936485516,0.06385721726886233,-0.14686731113740362,-0.19727647773632745,-0.011884045642543476,-0.1693677282253519,-2.2735149435115814e-4,-7.22791966311447,-3.188116239005502,-0.0028524486606117043,0,2.054462284594716,2.241377039333255,2.2740297984588516,2.2740297984588516,0.6111420069716539,-0,0.9183758288795694,0.8880040442766184,2.2740297984588516,-0,-0.03265275912559673,-0.21956751386413575
2013-12-01,-16.32642217023783,-0.6023372780971624,0.9714626051100608,0.476093106661542,1.0567556367003978,3.9567287947209304e-4,-65.09042259567062,175.1969880090303,0.0732262311825399,-0.16374658286908714,-0.20805645112999116,-0.011448640625320269,-0.1741946639878308,-2.532636179164025e-4,-8.025128316355055,-3.5965371279031797,-0.0029713309211144338,0,2.042175159329968,2.334655999841897,2.07274510747569,2.07274510747569,0.6213871225234582,-0,0.9162550641251432,0.8850941577531035,2.07274510747569,-0,0.261910892366207,-0.03056994814572178
2014-01-01,-16.533862007592184,-0.46591517865027876,0.9352557405289572,0.46754995321865284,1.0291247187930836,1.9884772941703894e-4,-55.0947335647825,179.91840580097295,0.0807672883478261,-0.17490231316055951,-0.20105896823658492,-0.010472934777288999,-0.17450148725975784,-3.0974306511887385e-4,-9.544642191330574,-4.369258267811217,-0.0029381003521714863,0,1.877323406345052,2.309274926593173,1.6777599416743136,1.6777599416743136,0.6251394843844146,-0,0.9139466286936794,0.8819267696029555,1.6777599416743136,-0,0.6315149849188595,0.19956346467073827
2014-02-01,-16.47772595710133,-0.41333414468213225,0.8174226141666299,0.45934436591937616,0.9959896632158685,0.0017874320704973816,-51.367545140264816,178.1504729931807,0.08931403745005377,-0.17941542873456257,-0.19165689862676194,-0.010275534354108324,-0.1730754426190176,-5.325760466219008e-4,-7.077015378411215,-3.849068750281318,-0.0029742469802987496,0,1.7686944266291782,2.2376857388293043,1.4193049263177322,1.4193049263177322,0.6258957013226965,-0,0.9117046514935896,0.8788505683284136,1.4193049263177322,-0,0.8183808125115721,0.349389500311446
2014-03-01,-16.7290501495098,-0.5856578551471525,1.8143140208532502,0.4477714916074484,0.8726098790580056,-0.001982439707900895,-40.25341264248514,178.57214865680757,0.1213833089724212,-0.19338591490863744,-0.32675623161968037,-0.011590868250408719,-0.2972947499920728,7.335308139518882e-4,-4.841369618573545,-8.222309496795186,0.0014738486094234948,0,1.5468347529875324,2.547216735603109,1.1005217994885825,1.1005217994885825,0.6085444270538439,0,0.9203726369123828,0.890743850647223,1.1005217994885825,0,1.4466949361145263,0.44631295349894984
2014-04-01,-16.29096795260745,-0.549131212840036,1.635525870197951,0.4384016176830106,0.812008744406644,-0.0017216273854054123,-37.314828837527806,176.22477061254082,0.12783533921143825,-0.2056978137253683,-0.2929262023225112,-0.010374421401722737,-0.29685297682248124,6.66391262885492e-4,-3.3966239639071403,-7.967860375089222,0.0016512414307246264,0,1.351228566766354,1.4691040588649207,0.8886088190608703,0.8886088190608703,0.6382951743352964,0,0.9199512859630772,0.8901657179493385,0.8886088190608703,0,0.5804952398040504,0.46261974770548364
2014-05-01,-15.341656806647793,-0.4079750223254554,1.274248685673374,0.42811115347043605,0.7424310413289359,-9.13984487400267e-4,-42.941363479279566,174.96813533116233,0.12287852968605574,-0.21026589318012356,-0.18072446050104926,-0.006787627071292547,-0.28128410719534164,6.279246566403182e-4,-7.406156562365483,-8.826103328006146,0.0022588145492717583,0,1.4421216892821156,1.1960712845854875,1.0564414725875704,1.0564414725875704,0.6483496352495598,0,0.9192704857072884,0.8892315966681399,1.0564414725875704,0,0.13962981199791713,0.3856802166945452
2014-06-01,-14.055743357073736,-0.21145853743804732,0.8993985048430179,0.420607130077213,0.6745131471632659,-0.0010499239542719632,-59.94025881612102,174.35687502088342,0.11109629638827909,-0.2017503337666437,-0.011077067406073431,-0.002087951456312575,-0.248500334746285,4.584450148121704e-4,-10.944850398344185,-9.85278548555739,0.0027187589490187294,0,1.342207493438491,0.9078943853808126,1.3127886157354016,1.3127886157354016,0.6334531395300677,0,0.9180431729479915,0.8875476093937559,1.3127886157354016,0,-0.40489423035458905,0.029418877703089485
2014-07-01,-13.975299918193818,-0.2633256495569998,0.9279363608468655,0.42305151274949193,0.6813587931325871,-4.638505290962438e-4,-67.1493247655996,173.13695931707647,0.11281296672864338,-0.20566048310458723,0.026907354076357432,-0.0010209475276401485,-0.2466162709348933,4.5544935500709807e-4,-10.264297947628979,-9.863487527355373,0.0032152230280384623,0,1.4458537296572131,1.3716919299013954,1.193049197394151,1.193049197394151,0.6144580682634623,0,0.9175263336095507,0.886838457743337,1.193049197394151,0,0.17864273250724438,0.2528045322630621
2014-08-01,-14.688060155243893,-0.35551861972186694,1.3459900914223115,0.4339675083780584,0.7812697490806988,2.2040170513050185e-5,-79.15819296597793,174.03994719650458,0.11381052393540654,-0.1983355699392817,-0.014757829143820882,-0.0017160281118495753,-0.2509331651184455,5.381470716985852e-4,-11.166177117053483,-10.020485844589741,0.0033304248564559953,0,1.4944576224929609,2.096965888732811,1.0202051568737804,1.0202051568737804,0.6197079777868875,0,0.9140518197725734,0.8820711015484147,1.0202051568737804,0,1.0767607318590304,0.47425246561918044
2014-09-01,-14.799135076329966,-0.32933824936544753,1.357699523931234,0.4323107057243012,0.7798263177137036,-3.3132546916363176e-4,-78.49362928610549,174.27484101299603,0.11927293322640188,-0.19950272711772726,-0.058428786274448925,-0.002505272432026248,-0.25851839631915785,6.919043822775028e-4,-13.305604322134055,-10.242805738689096,0.0031815971919229354,0,1.446562146933346,1.5890841584982216,0.9689316038592857,0.9689316038592857,0.6605978738215192,0,0.9127924604983176,0.8803431434744359,0.9689316038592857,0,0.6201525546389359,0.4776305430740604
2014-10-01,-15.748568529127091,-0.3832931326916638,2.1759180852410234,0.4691958940364716,1.0645367625997755,-6.36561150609534e-4,-134.90070333534484,166.84506768735696,0.09714941092574864,-0.16861848245338865,-0.12072441200377618,-0.0029710769163328477,-0.2516763907442889,8.907080621894515e-4,-25.149199404418326,-10.988826290000477,0.0023569785660043445,0,1.8536311489948416,2.6727294175150136,0.45347550389075764,0.45347550389075764,0.6926200193891733,0,0.9064302170836162,0.8716135536728686,0.45347550389075764,0,2.219253913624256,1.400155645104084
2014-11-01,-14.76804192581757,-0.1625654580425409,1.5372036285221276,0.45568338136332953,0.9603513556594876,0.001007276255882678,-138.76040174725816,154.76917862076468,0.10359225518252467,-0.19736684516066208,-0.18690953255988288,-0.0023830404940496028,-0.2633148157455679,8.160062834834589e-4,-39.756947551290715,-11.704105475369131,6.934041212226472e-4,0,2.113567606834746,1.56688572284183,0.02133367820189669,0.02133367820189669,0.6596236233807743,0,0.9074642837743137,0.8730323893647559,0.02133367820189669,0,1.5455520446399333,2.0922339286328495
2014-12-01,-13.6320386913959,-0.10543941039120987,1.1950769090648263,0.4465848105647304,0.9039851285350733,0.0012422235457968712,-155.56218258987508,144.88623058556016,0.10597967295325912,-0.2057115575944233,-0.22910324315521705,-0.0023947110264012222,-0.2687673804342319,8.36306864730389e-4,-44.66034476369899,-11.34761117109092,-4.0239136668052626e-4,0,2.243705637716786,2.1412446579906916,-0.257789083997114,-0.257789083997114,0.6876985313063005,-0,0.907963888823968,0.87371789396777,-0.257789083997114,-0,2.3990337419878056,2.5014947217139
2015-01-01,-12.250235892982998,0.05156632277930089,0.939393689109414,0.43560187109284143,0.8771308987243072,0.0012319208761378264,-179.6323225455509,138.64538894877373,0.0934243452841428,-0.20158402620202842,-0.21723199569808005,-8.760449699075306e-4,-0.2547689831500273,8.023578111584239e-4,-49.91524594733612,-11.356546530826748,-0.001462709038529604,0,2.618190876828429,2.97683516136311,-0.2576767381310088,-0.2576767381310088,0.705494075278994,-0,0.9059091399880944,0.8708985874255248,-0.2576767381310088,-0,3.2345118994941187,2.875867614959438
2015-02-01,-7.799116681211765,0.3529212214755119,-0.710670045448634,0.38515097160495376,0.6788305227368836,0.0040930673319757045,-221.98714970573218,107.52702683635137,0.0877054403877944,-0.24098333607504288,-0.5564054251123098,-0.004197188683072715,-0.28150178901217054,8.683072647184416e-4,-77.42400858846518,-10.21124706045997,-0.007555499791382421,0,2.7212327859714582,2.0377591018964973,-0.022820878829681313,-0.022820878829681313,0.7473296762950515,-0,0.9091229983537197,0.8753083000667317,-0.022820878829681313,-0,2.0605799807261787,2.7440536648011395
2015-03-01,-1.3428686658784545,0.9377826977680701,-2.4502675689109426,0.3127472599769736,0.28886368604391227,0.0020092984085921853,-273.42580691114375,70.9816447967009,0.07379741733412687,-0.24581716314892782,-0.4403729814956402,5.222161155559724e-4,-0.23895515977841023,7.354426453455434e-4,-78.38669397390937,-6.378180254847805,-0.011055947781402441,0,2.9968144405040884,1.6177193536782433,0.6361099893156623,0.6361099893156623,0.7971421004886582,-0,0.8908762739335369,0.8502720967925274,0.6361099893156623,-0,0.981609364362581,2.3607044511884263
2015-04-01,-1.3933658323567473,1.1455387034037423,-3.143152320753963,0.31903362182876,0.21994049781379055,0.0069876695646023355,-260.75124188482545,66.41876943824582,0.06413400522809189,-0.2708544179508344,-0.368228552377526,-5.212155060611207e-5,-0.23748312643873337,5.76719624506286e-4,-79.89716667441381,-5.614995602152221,-0.0038319886721749114,47.383,3.4555361340270476,2.11893841016195,0.7993142437978625,0.9808853630515264,0.8436362180054061,-0.18157111925366384,0.8788197649145019,0.8337294448826886,0.9808853630515264,-0.18157111925366384,1.3196241663640875,2.474650770975521
2015-05-01,-0.08976467687015233,0.9895786815364889,-3.079543445247348,0.3048383402685915,0.22207986952217101,0.004633101621390395,-270.8266580051908,75.18457449693291,0.048500162926118924,-0.31865202917914254,-0.41131159635587794,0.01079463976805998,-0.2494536440636941,-5.062951606697528e-4,-88.01559254122435,-5.1411946822570425,-0.0011551706760204083,47.701,3.0066074769454554,2.758644456131219,1.6926848048465948,1.7477876012634443,0.8672821156511269,-0.0551027964168495,0.8788220754089772,0.8337326150960385,1.7477876012634443,-0.0551027964168495,1.065959651284624,1.258819875682011
2015-06-01,-0.4639975476820853,1.345780311831106,-3.447462991238803,0.32610064408578976,0.187303176575345,0.0033678381383515743,-283.0456076170277,52.24385076309149,0.05184020482863957,-0.33337186074851766,-0.433951406103648,0.0016401902431197547,-0.23878063276166708,-0.001022483936841553,-111.90484822516737,-6.837239629826419,0.0014642753548460446,51.622,3.0525514207865423,3.826097673145402,2.4616593352733918,2.3860705129055293,0.8628596592304,0.07558882236786252,0.8889353807561235,0.8476090108049137,2.3860705129055293,0.07558882236786252,1.3644383378720102,0.666480907881013
2015-07-01,1.2480832421817858,1.4527849203604453,-3.5745903920043474,0.30375001324590506,0.11543648482864421,-5.792139260308549e-4,-302.0805170763455,42.4512643680346,0.052127698649212524,-0.3221010334418838,-0.47220754738365034,-1.4357816300824452e-4,-0.22998873824582872,-9.203227114589338e-4,-114.21891587951221,-6.222510508487409,-5.118969442080777e-4,51.442,2.8548961438821725,3.740861284313654,2.624141077046323,2.650474079650275,0.9289622768790312,-0.02633300260395193,0.883813410352292,0.8405811909484937,2.650474079650275,-0.02633300260395193,1.1167202072673312,0.20442206423189768
2015-08-01,4.587631417989888,1.6874582495067738,-4.466451980500952,0.2666584042596388,-0.030216451499635356,4.871930916294617e-4,-354.74743592322756,2.76918892236358,0.062351399642408725,-0.28024864838571883,-0.6374304332823505,-0.025339664395417263,-0.196992870570886,-6.699174272592871e-4,-130.30600983006238,-6.066790363113696,3.0112666012656233e-4,51.359,2.7694666770309313,3.8545115722155856,2.79985486099171,2.78438929685427,0.8576215987555462,0.015465564137440116,0.8866730985983322,0.8445049492395721,2.78438929685427,0.015465564137440116,1.0546567112238754,-0.014922619823338756
2015-09-01,6.61151666285055,1.621983572401256,-4.599207693843129,0.24116634960872727,-0.07900505245797926,-4.1282439527630567e-4,-377.38844547906876,6.1357638729076385,0.05242433130168424,-0.2633940842659691,-0.7098825032426707,-0.03485728762620969,-0.18020809081923841,-6.865857720507581e-4,-134.7862660501322,-7.669778079319849,0.003161049155586655,42.826,2.2531225941065,2.499885070540996,3.412142649836413,3.276767558699259,0.9299803387629719,0.1353750911371541,0.8890931256379107,0.8478254514566681,3.276767558699259,0.1353750911371541,-0.9122575792954168,-1.023644964592759
2015-10-01,13.256021110776153,1.0023685294464544,-4.337450043782084,0.10960348564494886,-0.17722610087390742,8.227750726876713e-4,-431.7829910270689,26.682059314150294,0.0475168206080544,-0.254622242779297,-0.8940795416098694,-0.02617061183413003,-0.17777184004883148,-0.0010792791140635835,-132.29453513845337,-8.280458336018572,6.32713580822701e-4,51.008,2.0864071087425615,3.88242724364495,3.2066165080128046,3.1743430536822004,1.1521415909530826,0.032273454330604336,0.8607810229870023,0.8089786129356543,3.1743430536822004,0.032273454330604336,0.6758107356321452,-1.0879359449396389
2015-11-01,15.311674790972278,0.7005175494576585,-3.6053837928936807,0.04020044862665325,-0.19578496417907898,-6.768719883609218e-4,-439.65436947615365,43.921033577787014,0.06545430624595067,-0.21094726733920519,-0.8743435966443777,-0.027453426733954133,-0.16352557711008142,-0.0011267688264840355,-121.21371199211846,-10.853156788402222,0.001987589906929049,52.175,1.97960001227388,3.2714342473084717,1.932376136794415,1.828673633400392,1.200236049540514,0.10370250339402312,0.8555714452238155,0.801830587632677,1.828673633400392,0.10370250339402312,1.3390581105140567,0.15092637887348803
2015-12-01,16.817972338661473,0.5637927631210048,-3.3708542108076913,-0.01713521636293044,-0.12488884088037389,0.006609798591477969,-442.636221285379,47.17368414230731,0.057708794787515165,-0.20545314548979227,-0.8331421128676554,-0.019932738553382894,-0.16418463590900315,-0.0013954166533358889,-116.43515006313842,-11.075028919436454,0.0020368825316306807,55.105,2.204018556164475,3.3070104047059496,1.943334007854984,1.8310915959494753,1.1359138883391595,0.11224241190550865,0.8568377456919485,0.8035680696703479,1.8310915959494753,0.11224241190550865,1.3636763968509658,0.3729269602149996
2016-01-01,17.22812664716941,0.6147221451212133,-2.9165163017078726,-0.051574399776663275,-0.07762624984394319,0.002752408350253788,-430.4660127160285,54.98867591422295,0.059423297138117094,-0.20517711530223867,-0.7846035291517993,-0.019151035191514978,-0.15916279306703873,-0.0014765309899629538,-114.6288108756337,-12.536157414077316,0.005714803519405325,44.309,2.489058640993614,2.7603637854944765,1.5818594519195073,1.3286422227781767,1.1237648233537099,0.25321722914133055,0.8628891755782431,0.8118711943980544,1.3286422227781767,0.25321722914133055,1.1785043335749692,1.1604164182154375
2016-02-01,16.933290006984702,0.721772378051526,-2.3044158200615654,-0.09862449861014393,0.01787349420548687,0.0019687167164604245,-405.0245150212809,54.809805244690686,0.07652887193184779,-0.17492140930725658,-0.6950798787478211,-0.017874144576781836,-0.17449580260166744,-4.419226525027327e-4,-99.71796234178301,-12.951727921782481,0.007674186360996927,52.956,2.9462616628079377,2.2428223280077955,0.9331157169768659,0.5267215040439126,1.1690473437429143,0.4063942129329533,0.8667946918256875,0.8172299259933851,0.5267215040439126,0.4063942129329533,1.3097066110309297,2.419540158764025
2016-03-01,17.325964922803333,0.6281381762696591,-1.7913730450005927,-0.14094485425862538,0.16653039013350687,0.002109089868620845,-407.49041341148086,41.06119099843032,0.09586316050189263,-0.13680251101003404,-0.6190130445368472,-0.02766124707728417,-0.16453864001797094,-4.5609047405924865e-4,-89.90892184641065,-14.329432893721746,0.012034005410756625,53.358,2.599266665306093,2.6073091035670544,0.44092162695504267,-0.20118883375210928,0.9586623641317762,0.6421104607071519,0.8913586921275097,0.8509340194307692,-0.20118883375210928,0.6421104607071519,2.1663874766120115,2.8004554990582022
2016-04-01,18.06182687214191,1.1702807267445292,-2.3708031483566185,-0.1931720206559776,0.42551876708472425,0.005780697465215895,-397.55394477194676,2.9413207769325216,0.07742118483913082,-0.21960580914079642,-0.624918757624533,-0.011337589790922255,-0.21512500844290258,-3.9052430078130113e-4,-104.79984532527118,-11.043867498358777,0.009442914944099086,53.059,2.5852514167706016,2.5831254951242575,0.955616118223148,0.45458449420419456,0.8539952110343715,0.5010316240189534,0.9109036875805658,0.8777515713314741,0.45458449420419456,0.5010316240189534,1.6275093769011095,2.130666922566407
2016-05-01,17.301725282011773,1.7004965436656951,-2.581557272224306,-0.229600823155094,0.7341874799863942,0.003267174108635063,-370.41555364972913,-31.320699928124238,0.07654608219800518,-0.2738754392516626,-0.6117515870755506,-0.002760557798895073,-0.2525998051661215,-4.721812860344094e-5,-111.5747047334053,-8.073363657248407,0.006938814378772992,78.499,2.194342405415118,2.305164487898419,0.9100496256798171,0.365359635760516,0.8513381383632834,0.5446899899193011,0.9220878993655032,0.893097350292202,0.365359635760516,0.5446899899193011,1.3951148622186018,1.8289827696546022
2016-06-01,14.837901380639321,2.017968888640253,-2.530919659673855,-0.23797183789891382,1.0606923708499023,0.004176919999344194,-329.59505449809035,-52.45640561109136,0.08137306936253731,-0.28083199070478554,-0.5406871094770912,-0.0023175499961250547,-0.26282352874460774,5.004694344204325e-4,-103.97263743463627,-5.304490263624127,0.004974215819261552,79.673,2.309329659192163,2.1150264576826645,1.049018931857224,0.6527082348891984,1.265376210030142,0.3963106969680257,0.9250487308447298,0.8971598865078851,0.6527082348891984,0.3963106969680257,1.0660075258254404,1.6566214243029647
2016-07-01,7.898815035500617,2.771148025319459,-2.2299162664750183,-0.24366061302994652,1.9477290963563212,0.0023045505087025686,-224.97313990631824,-111.04680330687358,0.10016998041552147,-0.32288164932915675,-0.3177677985714526,0.004222405058154104,-0.2841393185376176,5.862532447654112e-4,-90.00224190689329,1.9270705550963547,-9.352017913971576e-4,72.072,2.396844363605606,2.4555911487238777,0.24278836378284402,0.31019022729241996,0.9438676406465395,-0.06740186350957594,0.9306097893075022,0.9047901760265727,0.31019022729241996,-0.06740186350957594,2.212802784941034,2.086654136313186
2016-08-01,5.927570838678184,2.588888695399035,-1.8737110113529485,-0.21500885283188034,1.9793179701364334,0.0024520813305144206,-203.8962866142398,-97.16129745269724,0.1112430766644799,-0.2992312593199748,-0.25114705758611666,-0.002867255231481138,-0.2524879256928767,3.0677527445676256e-4,-83.03821381011574,-0.9773003505372162,-0.0016847292871560388,69.65,2.4773168807594037,2.1394962517840175,-0.34170518186048265,-0.22436378701006454,0.7629161418028482,-0.11734139485041811,0.9310596766719222,0.9054074633405444,-0.22436378701006454,-0.11734139485041811,2.4812014336445003,2.7016806677694682
2016-09-01,4.935810794845177,2.176207362715759,-1.5250474696286187,-0.17968696341067628,2.001939962194493,0.0013717608155992065,-205.91618220371546,-90.02514520522757,0.11344795403825586,-0.40315385666421516,-0.10213882385456559,8.522014163172118e-4,-0.19364475592294123,8.806951358651479e-4,-82.73941813084677,-1.7167858190938723,-5.462935446864254e-4,50.513,2.518680462353966,2.1321363740546158,-0.23995643128271843,-0.212361505459973,0.7507996013470414,-0.027594925822745406,0.9325473931544788,0.907448748746843,-0.212361505459973,-0.027594925822745406,2.372092805337334,2.731041967813939
2016-10-01,4.340683061639322,2.250071949865921,-1.6716843022224337,-0.17444184884837644,2.0238992489225978,0.0012706736098396453,-196.57262403485802,-91.04323573689322,0.11920961386225186,-0.41940148582780507,-0.15876734900831993,-0.0033941246265055494,-0.2122633613307483,0.0011647177028860057,-87.86617993256098,-2.555025712159786,-0.0028122406717037414,69.972,2.494466357528393,2.7274559457242855,0.200673458312008,0.39745156259246217,0.7110824249648425,-0.19677810428045417,0.9327455652582372,0.9077206593078138,0.39745156259246217,-0.19677810428045417,2.5267824874122775,2.097014794935931
2016-11-01,5.174849363880551,2.225132868537273,-1.6836820516943114,-0.17390241486467542,1.813245339667715,-4.057616186044843e-4,-203.0156042864886,-78.7471144762175,0.1255071095415718,-0.37935000644077005,-0.16777288276280222,-0.0019788435041971524,-0.16717200286627773,0.0013626237616963291,-85.85010840750168,-4.811334732300325,-0.0031761163815734817,72.974,2.142997308789273,2.5505804097312192,-0.18718364424191442,0.044590272587028856,0.8231965918573351,-0.23177391682894327,0.9327400316255037,0.9077130666489469,0.044590272587028856,-0.23177391682894327,2.737764053973134,2.0984070362022442
2016-12-01,7.526414808527096,1.7183991234671918,-1.2382574848063646,-0.1710062332973007,1.4128118575674529,-3.36251841215147e-4,-249.92600478606627,-65.57530596805567,0.14585108141363834,-0.14317849712866085,-0.11348432639186971,-0.00642317335024825,0.05083276553572588,4.336165302518769e-4,-57.91842700713501,-10.729492317803208,0.00132083393747931,70.145,2.0368676966378088,1.8146872647540442,-0.2696860702570858,-0.362335966801572,0.7915023331295452,0.0926498965444862,0.9361696741876969,0.9124188552807935,-0.362335966801572,0.0926498965444862,2.08437333501113,2.3992036634393807
